tweet	label
.... ሌሎች የሙስሊሙን ህ/ሰብ ጥያቄዎች ያነገቡ ( የበዓላት ማክበሪያ ቦታ፣ የመቃብር ቦታ ....) መፈክሮች እያደመቁት መዳረሻዉ ቀበሌ 04 መስጊድ ሆነ!  ኢትዮጵያም ስሟ ከፍ ተ…	positive
ደስ ይላል። የራሳቸውን ጉዳይ እራሳቸው ይወያዩ	positive
በነገራችን ላይ እኔም ጌታ ቢፈቅድ ለአዲስ ዓመት ከች ወደ አገር ቤት ????❤	positive
እውነትም ጥበብ	positive
የሴራውን በዓል ምክንያት በማድረግ ትውልደ ሀላባዎች ከአጋሮቿ ጋር በሀዋሳ ከተማ በደማቅ ሁኔታ ተከብሯል፡፡	positive
ዛሬ አልተግባባንም ማለት መግባባት አንችልም ማለት ኣይደለም 4	positive
አንተ ልዩ መሪ እወድሃለሁ  እውነት አንተ የኢትዮጵያ በረከት ነክ	positive
ያ የሚሳካው ትክክለኛ እና ሐቀኛ መሪ ሲገኝ ብቻ ነዉ። ከሕዝብ በመደበቅ  ከሩቅ እና ቅርብ ባሉት አገራት ምስጥራዊ ግንኝነት እና ስምምነት ማድረግ መቆም አለበት	positive
Hahaha በፍቄ! ትርጉሙ ምንሼ ነው ግን? አመሰግናለሁ ሞቅ አድርጎኛል ኮምፕሊመንቱ	positive
እባ ኮራን: እኛ እኮ ሞራላችን ላቅ ያለ ንው ከሌላው አለም: ብዙ ሰው አያውቀውም እንጂ ነጮች ከኛ የሰረቁት ሞራል ቫሉ ነው እነሱ ያበለፀጉት:: ኢትዮጵያዊነት እራሱን የጠበቀ ዝልቀት እና ክብር ነው::	positive
እሱ በጣም ጥሩ አልነበረም ፅምድ ሽሳፍየ መልካም  እንኳን ደስ አለዎት ውነ ምመህ ድባከ ምጣበ	positive
ለጌታችን ለአምላካችን ለብርሃኑ ልደቱ  በሰላም በጤ አደረሰን/ረሳችሁ! [፮ትንቢት ኢሳያስ] ሕንፃ ተወልዶልናልና፤ወንድ ልጅም ተስጥቶናልና፤ አለቅነትም በጫንቃው ላይ ይሆናል፤ ስሙም ድንቅ መካር፤…	positive
ባለስልጣኑ 16 የመንገድና 7 የድልድይ ፕሮጀክቶች ዛሬ አስመርቋል፡፡ የመንገዶቹ አጠቃላይ ርዝመት 25 ኪ.ሜ. ሲሆን ለግንባቸው ከ1.5 ቢሊዮን ብር በላይ ወጪ ተደርጓል፡፡	positive
ትልቅ ሰው ነዎት	positive
ልዩነቱ ሰርግና ምላሽ የሆነላቸው ከመከፋፈል ጥቅም የሚመኙ ናቸው:: አናሳ አስተሳሰብ ያላቸው ጎልተው የሚታዩት ትንሽ ስብስብ ውስጥ ስለሆነ የሀገር ማነስ የነሱ መግዘፍ…	positive
እግዚአብሔር ማስተዋልን ይስጥኝ :: የስድብ ጥቅም አይታየኝም ::በሀሳብ መሞገት ይሻላል   ኢትዮጵያ ለዘላለም ትኑር ????❤️??	positive
የጀግናው የገብርዬ ክርስቲያን ታደለ ልደት ነገ ነው።  ገብርዬን እንኳን ተወለድክልን እያልን በነገው ዕለት ሁላችንም ገብርዬን እያስብን እንድንውል ይሁን። የዕለቱ መልዕክታችን ነው።…	positive
በአዕምሮህ ያሰብከው በተግባር እንዲቀየር ረጅም የመሪነት ግዜ እንዲኖርህ እመኛለሁ!  ሀገራችን ከአንዣበበባት አደጋ ለመታደግ የጀመርከው የማስታረቅ ስራህ ፍፃሜው ያማረ እንዲሆን እንዲ…	positive
ጥቂት መከራ ከተቀበለሽ በኋላ በክርስቶስ በክርስቶስ ዘላለማዊ ክብሩ የጠራችሁ የጥበብ ሁሉ አምላክ ራሱ ይመልሳል ፣ ጽኑ ፣ ጽኑም ያደርጋችኋል። ለእርሱ ለዘላለም ኃይል ይሁን አሜን 1 ኛ ጴጥሮስ	positive
ኢትዮ ቴሌኮም በመላው አገሪቱ በ45 ዩኒቨርስቲዎች የሚማሩ አራት ሺ  የኣማራና የኦሮሞ ተወላጆች ተማሪዎችን ተጠቃሚ የሚያደርግ የ16 ሚሊየን ብር ድጋፍ መርሃ ግብር ይፋ አደረገ፡፡	positive
ኢዜማ - ሴቶች !  የኢዜማ ዞናል የሴቶች ስብሰባ ከአምስት ዞኖች ማለትም ከጋሞ፣ከወላይታ፣ከሰገን ሕዝቦች፣ከሀድያ-ከካጠና እና ከጎፋ ዞኖች የተወጣጡ የሴት ተወካዮች በተገኙበት ዛሬ በ…	positive
ማንኛዉም ኢትዮጵያዊ የድርጅታችን አባል መሆን ይችላል። ወንጀል ካልሰራ። -  ፕ/ር መረራ ጉዲና የኦፌኮ ሊቀ መንበር	positive
እስከ ድል ይቀጥላል!! ድል ለዴሞክረሲና ለአዲስ አበቤ!!	positive
የተባበሩት መንግስታት ድርጅት የአመለካከት እና ሐሳብን በነጻ የመያዝና የመግለጽ መብት ልዩ ዘጋቢ (ራፖርተር) የሆኑት ዴቪድ ካዬ ከህዳር 22 እስከ 29 ቀን 2012 በኢትዮጵያ ይፋ…	positive
እውነት ነው! . . ኪስ ውስጥ አለመያዝ የኤርፎን እድሜ ከሚያረዝሙ መንገዶች መሃል ዋነኛው እንደሆነ ደርሰንበታል።	positive
/ ትግል ለጀግና ክብሩ ነው!  / እውነት አርነት ታወጣለች /	positive
ሰላም	positive
ከምርጫ 97 በኋላ ኢ.ህ.አ.ዴ.ግ. ተሻሽሏል ይባላል። በዚህ ላይ ያለዎት አስተያየት ምንድን ነው? ኦቦ ቡልቻ ደመቅሳ: በጣም ተሻሽሏል እንጂ። ይበልጥ አምባ ገ…	positive
ብርሓኑም ጀግና የሆነበት አገር	positive
ተክለሃይማኖት ተወለዱ እሰይ እሰይ(2) የዓለም ብርሃን(2) የጽድቅ ፀሀይ (2) ባለሟሉ የአምላክ አገልጋይ(2)	positive
ግሩም ሥራ ጥበብ	positive
ወሎ ክልል ቢሆን ጥሩ ነው ??	positive
ህወሀት እድሜ ጠገብና በአላማ ፅናት የማይታማ ነበር። አገርን እርሥ በርሡ በማፋጠጥ፣ ዘረፋና ኢፍትሀዊነትን ባለመታገል አረከሠው እንጂ የመሥዋእትነት  ድርጅት መሆኑም አይካድም።	positive
ሠላም ለኢትዮጽያ	positive
የኢትዮጵያ ተሰፍዋ ፈጣሪዋ  ብቻ ነው::	positive
********************************  ማነው እናቱ ደስ እንዲላት ከገብያ ስትገባ ቡና አቀራርቦ የጠበቀ ደግ  ********************************	positive
ክብርት ሚ/ር ወ/ሮ ዳግማዊት ከምሥጋና ጋር ... የብርቅዬ ኢትዮጵያችንን  አንድ ክፍለ ህዝብ  በመወከል በብልፅግና  ፓርቲ ከፍተኛ አመራርነተዎ ... ወኪል…	positive
መልካም አዲስ አመት ለሁላችንም ይሁን የእግዚአብሔር ፍፁም ፍቅር ሰላም ፀጋ አንድነት ከሁላችን ጋር ይሁን። መልካም አዲስ አመት።	positive
የሰንበት እረዴት በረከት ይደርብን መልካም ሰንበት	positive
ቅዱስ ጊዮርጊስ እና የኢትዮጵያ ቡና የእግር ኳስ ክለቦች  ፣  የምንወዳችሁ የከተማችን ክለቦች ናችሁ።  በእግር ኳስ ውስጥ ጠንካራ ሆናችሁ እንድትቀጥሉ እንፈልጋለን።	positive
የሚገርም ታሪክ ልቤን ነው የነካው አንብቡት ቢቢሲ ነው የዘገበው  እስቲ ለዚ ወጣት ለሳለፈው ውጣ ውረድ ስራ እናፈላልግለት at least ሼር በማድረግ ተባበሩት	positive
ፈረንጅ ሁሉ ሐብታም አይደለም	positive
መረጋጋት ያስፈልጋል!	positive
ዛሬ በህዳሴው ግድባችን ዙሪያ ወሳኝ ወይይት ከግብፅ ልሁካን ጋር ይደረጋል። ዉጤቱ ምንም ይሁን ምን የዉስጥ ሰላማችንን እና አንድነታችን ማጠናከር ግን የግድ ይላል።	positive
የኔ ምኞት አገሬ እንደ ያኔው እንደ ድሮው ፍቅር ሰላም መተሳሰብ የሰፈነባት ኑ ብና ጠጡ እንደያኔው የምንባባልባት ያንድነት አገር ሆና ማየት ብቻ ነው ?? ሰላም ለሀገሬ ለወገኔ ??	positive
ለህብረተሰቡ ጥቅም ነው የምንሰራው እያላችሁ የምትምሉ፣ የምትገዘቱ ሚዲያዎቻችን እስቲ አንዴ እንኳን ለቃላችሁ ታመኑ። የጋዜጠኝነትን ሀሁ ተወጡ	positive
ለምን ከከተማ ወጣ ብለን አንዝናናም?	positive
ፐ	positive
ተአምረኛ የሆነ ሰው እኮ ነው ሲፈልግ ሲፈልግ	positive
የኢዜማ የአዲስ አበባ ምርጫ ወረዳ 11 ከአባላት፣ ደጋፊዎች እና የአካባቢው ነዋሪ ጋር የሚያደርገውን ውይይት ዛሬ አካሂዷል!  የምርጫ ወረዳው ሥራ አስፈጻሚ እስካሁን የተከናወኑ ሥራዎ…	positive
እንደአንተ የሚያስብልኝ ቢኖር! ውይ የእኔ አሳቢ! አብሽር አልሞትም!	positive
በተመሳሳይ ሰዓት የሸገሯ ብሌን ዮሴፍ አምሳሉን እያጫወተች ነፍሳችንን ባታድናት ማን ይታደገን ነበር? እኮ ማን! ??	positive
በኤፍራታና ግድም ወረዳ በካራለጎማ ቀበሌ አራት እግር ያለው የዶሮ ጫጩት ተፈለፈለ	positive
Haha ?? ከፈረንጁ ጋር ያለችው ቆንጅዬ ይሄን ትዊት ባየች ጊዜ ኮሚቴውን ወጋሁት አለች የሚባለው እውነት ነው እንዴ??? ??	positive
ለመላው_የክርስትና_እምነት ተከታዮች በዉጪም በሀገር ውስጥም ያላችሁ የሀገሬ ሰዎች ወምድሞቼና እህቶቼ ፤ አባቶቼና እናቶቼ…	positive
መላው ኢትዮጵያዊያን አመፅንና በቀልን በመተው ለአገራቸው ሰላምና መረጋጋት እንዲተጉ የሃይማኖት አባቶች ጥሪ አቀረቡ፡፡	positive
መልካም  ገና  ለመላው  የኦርቶዶክ እምነት  ተከታዮች	positive
የኢፌዴሪ ጠቅላይ ሚኒስትር ዐብይ አህመድ (ዶክተር) የልደት በዓልን አስመልክቶ የእንኳን አደረሳችሁ መልዕክት አስተላልፈዋል፡፡	positive
1/2 አቶ ደመቀ መኮንን የEPRDFና እህት ደርጅቶች ጉዞና መወሃድን በተመለከተ በዋልታ TV ማብራርያ ሲስጥ ያለፉት 28 አመታት የጨለማ ዘመን ብቻ እንዳልነበሩ አብራርተዋል።	positive
...... እምነት፣ የሚንቀለቀለውን ደመራ፣ በንፁህ ውሃ እንደተሞላ ገንዳ ዘለህ እንድትገባበት የሚያስችልህ ልበሙሉነት ይሠጥሀል።	positive
እውነት! ብለሻል የኔ አስተዋይ ሰላም እደሪልኝ ??????????	positive
በትክክል የኔ ቆንጆ	positive
Annaya የኔ ቆንጆ እህት እንኩዋን አደረሰሽ  ????	positive
መልካም ልደት ?? ፍትህና ነፃነት ካንተው ጋር ይሁን !! ????❤	positive
ሁሴን ወንድሜ	positive
አሁን ብዙ በድርቅ የሚሞት የለም	positive
ልክ ብልሀል ማን ይስማናል	positive
ጥር 22 ለሞጣ የሽብር ሰለባዎች የምናደርገው ድጋፍ የተዘረፉትንና የወደመባቸውን ሃብትና ንብረት ብቻ ሳይኾን ስነ–ልቦናቸውንም ጭምር የሚጠግን መኾን አለበት።…	positive
ለኢትዮጵያ ወጣት አይሙት ፖለቲከኛ አይሙት አዛውንት አይሙት ህጻን አይሙት ነገር ግን ኢትዮጵያችንን ወደፊት ሊወስዱ የሚችሉ አዳዲስ ሀሳብ ጠቃሚ ሀሳብ ፤ እኩልነት የሚያመጣ ሀሳብ ፤…	positive
ያሬድ ዘውድነህ በውጪ የሙከራ እድል አግኘቷል	positive
ዶርዐቢይ፤ ጥሩ ላገለገሉ የክብር ዘበኞችንየመንግሥት ሠራተኞን ጭምሮ ማመሥገን/መሾም/መሸለም እናም  መሻር/ከሥራ ማባረር የመሪ ጥንካሬ ኢንጂ ድክመት  አይደሉም።	positive
ይሄንን ነው አሃዳዊነት የሚሉት። እንደዛ ከሆነ አሃዳዊነት ይለምልም፤ ይደግ ይመንደግ። አሃዳዊነት ይህ ከሆነ አዎ አሃዳዊነትን እደግፋለሁ።	positive
☀️Seeking the Messiah_ እነሆም በኢየሩሳሌም ስምዖን የሚባል ሰው  ነበር ፤ ይህም ሰው የእስራኤልን መጽናናት የሚጠባበቅ ጻድቅና ትጒሕም ነበር። መንፈስ ቅዱስም በእርሱ ላ…	positive
ህልውና በእግዚአብሔር እጅ ነው	positive
የሚገርም ትዝታ	positive
እውነት ነው እሱ :)	positive
ይህ ሽታ ነፈቀኝ፡፡  1 ኢትዮጲያ	positive
ፈታ በይ እና እንብቢው። ከመንፈሳዊ መጻህፍነቱ ባሻገር አሪፍ አሪፍ መዝናኛም ትምህርትም ያለበት መጽሃፍ ነው። ብዛቱ በርግት ያጨናንቃል።	positive
ጀርመን ለኢትዮያ የ352.5 ሚሊዮን ዩሮ ድጋፍ ለገሰች። ጠቅላይ ሚኒስትር ዐቢይ አሕመድ ዛሬ ጠዋት የጀርመን የኢኮኖሚያዊ ትብብር ሚኒስትር ዶ/ር ገርድ ሙለርን እና የሠራተኛና ማኅበራ…	positive
አክሱም ዛሬ !♥           ሰላም ለሀገራች ኢትዮጵያ????❤??	positive
መሪዬ ጌታ በደሙ ይሸፍንክ ስላንተ ሳስብ ይደክመኛል እንደ ድፎ ዳቦ እሳቱ ነደደብክ በጣም ነው እምታሳዝነኝ ዬethiopia መሪ dr. አብይ አህመድ በፀሎትም በድምፅም ከጎንህ ነኝ	positive
ፀጋን የተመላሽ ድንግል ማርያም ሆይ ደስ ይበልሽ አሜን	positive
ጀግናዬ ትንሽ ጥሌ	positive
እኛ እኮ...  መተሳሰብ ያነበረን መረዳዳት ያጀገነን ልዩነት ያልለያዬን ፍቅር ያሻገረን በውብ ቀለም የተቀለምን ኢትዮጵያውያን ነን!❤	positive
?????? ኧረ ክፉ ያርቅልን። እውነት ነው።	positive
ቃላት አጣሁላት... ጌታ ሆይ አንተ ጠብቃት...	positive
ሁለት የዘመን መለወጫ ያላት ብቸኛ ሀገር	positive
?? ይቅርታህን ልማታዊ ጋዜጠኞች በልልን ..እየተዋወቅን	positive
ከኣልኮልና ሲጋራ ከኤክሳይዝ ታክስ የሚገኘዉ ገቢ የህብረተሰቡን ጤና ለማበልፀግ ያሉት ተወዳሽ ነዉ። ሆኖም ገንዘብ ሚኒስቴር ይህንና በሲጋራ ላይ መጣል ያለበትን 30%+8ብር በፓኮ ስራ…	positive
ጥያቄህን Yrga ተመልክተው ይመልሱልሃል ብዬ ተስፋ አደርጋለሁ። ??   እኛ “... if real” ከሚለው ኋላ ነው የገባነው።…	positive
ፊሊ በጣም የማከብረው የልጅነት ትምርት ቤት ሙዚቃ አስተማሪዬ ነበር  ፍቅር የሆነ ሰው ነው። ፊሊ በሙዚቃ ብቻ ሳይሆን በባስኬት ጨዋታ የተለየ ብቃት የነበረው ለጊዮ…	positive
እንደ አገር መኖር በኣብዛኛው የአረብ አገሮች ፍላጎት ስለነበር ይህንኑ ኣቋማቸው ለማለዘብ ደግሞ ኣቢይ ኣህመድ ከአረብ አገሮች ጋር ጥሩ የዲፕሎማሲ ስራ እየሰሩ ነው ..2/3	positive
1ኛ የጴጥሮስ መልእክት-1 Peter :1  23 ዳግመኛ የተወለዳችሁት ከሚጠፋ ዘር አይደለም፥ በሕያውና ለዘላለም በሚኖር በእግዚአብሔር ቃል ከማይጠፋ ዘር ነው እንጂ።	positive
ለመገናኛ ብዙሃን አባላት!  በደምቢዶሎ የታገቱ ኢትዮጵያውያን ድምፅ ለመሆን ጥር 23 በአአ የሚደረገውን ሰላማዊ ሰልፍ በተመለከተ አስተባባሪ ኮሚቴው ነገ ዓርብ ጥር 22 ከርፕፋዱ 4:…	positive
የምወድሽ፣ የምሳሳልሽ፣ እናቴ፣ ሃገሬ፣  ኢትዮጵያ! ከላይ አረንጓዴ አለ ኣ? ከመሐል ደሞ ቢጫ ከስር ደሞ ቀይ... በቃ ሁሌም በእነሱ ነው መድመቅ የምፈልገው...	positive
የዚህ ቤት ከፍለን የማንጨርሰው ውለታ አለብን  The best place in Addis ?? ሌሎችም የኢትዮጵያ ከተሞች የዚህ ዓይነት ቤት ይኖራቸው ዘንድ ምኞቴ ነው????❤ ከሰኞ እስከ ቅዳሜ 24…	positive
ኦሮሞ ሚባል ግሩፕ አለ  የግሩፑን አባላት ቢያሳውቀን መልካም ነበር። ንቀቱን እንኳ መደበቅ አይችልም።	positive
እንዴት ባለምስጋና ድንግልን እናመሰግናት ዘንድ ይቻላል? ፈጣሪዋን በማህፀኗ ከወሰነችው ከቅድስት ድንግል ማርያም በላይ ከአዕምሮ ሐሳብ ከፍ ያለች ታምራዊ ንግስት ግን ዘለዓለም አይገኝ…	positive
ባልደራስ ጥር 22 እኔ ለእሷ ለእሱ በሚል በአዲስ አበባ  በገለልተኛ አካል ለተጠራዉ ሰላማዊ ሰልፍ ድጋፉን ሰጠ።	positive
ድል ለ ዴሞክራሲ! ;)	positive
ታኬ በጣም በርቱልን ሰዉ ያውራ እናንተ ስሩ ለሀገራቹ ሰርታቹም እያሳያቹን ነው። ዶ/ር አብይም ፡ ኢ/ር ታከለ የእኔ ጀግና ናቹ  መቼም ታሪክ አይረሳቹም	positive
ጊዜ ለኩሉ ይባል የለ!	positive
ቀራኒዮ-አምቦ መውጫ መንገድ፣ ካዲስኮ ቀለም ፋብሪካ-ክራውን ሆቴል እና አለምጸሃይ ሸጎሌ መንገድ ፕሮጀክቶች ዛሬ ከተመረቁት ፕሮጅከቶች መካከል  ተጠቃሽ ናቸው፡፡	positive
ሊጉ ላይ ግልፅ የset piece እቅድ ያለው ቡድን በቀላሉ advantage መውሰድ ይችላል። ብዙ ቡድ…	positive
እርግጥ ነው። የኔ ምርጥ ግን ዛክ ነበር።	positive
የተመዝጋቢው ብዛት ሳይሆን ጥራት  ረጋ ብላችሁ፡ በጥንቃቄ ተራመዱ  ያዋከቡት ነገር . . .	positive
ህወሓት ከኦፌኮ ጋር ለመዋሃድ መግባባት ላይ መድረሱ ተገለፀ::  ኦቦ በቀለ ገረባ ፍቃደኛ ሆነዋል! Congratulation OFC. Hello Qeerros ይሰማል!	positive
ሸጌ (ብዙአየሁ) ላይ ደርሰናል ?? የአበበ ብርሃኔ  ምርጥ ስራ ??	positive
አገሪቱን ለዚህ ቅን ሰዉ ተዉለት እኛ ከዶክተር አብይ ዉጭ ማንንም አናምንም	positive
አስተርዮ ቃሉ የግእዝ ቃል ሲሆን ትርጉሙ/መታየት ወይም መገለጥ ማለት ነው፡፡ጥር 21 ቀን ነፍሷ ከሥጋዋ ተለይቶ በደመና ተነጥቃ ወደ ገነት በመግባት በሰማይና በምድር የተሰጣትን ፀጋና ክብር…	positive
ወደቁ ሲጠራ ስምሽን ፤ ልዩ ክብር አለሽ አምላክ የሰጠሽ ፤ ነይ ተመላለሺ ግቢ ከቤታችን ፤ የህይወት ፅዋ ይዘሽ ለነብሳችን። እንኳን አደረሰን አደረሳችሁ  ቅድስት አርሴማ  እናቴ  በያለንበት…	positive
ለኢትዮጵያውያን በሙሉ እንኳን ለመድሃኒታችን ኢየሱስ ክርስቶስ ልደት በአል በሠላም አደረሣችሁ አደረሠን! አሜን!!	positive
የብልጽግና ጽንሰ-ሀሳብ ቁሳዊ፣ መንፈሳዊና ስርዓታዊ በማለት በሶስት ይከፈላል - ዳንኤል ክብረት  ሰው በሰውነቱ ብቻ ክብር ማግኘት ሲችልና ነጻነቱ ሲረጋገጥለት ወደ ብልጽግና የመድረሻ…	positive
አብርሽ የሚሰማህን ለማለት የምትፈልገውን ለመግለፅ ቃል አጥተህ ታውቃለህ? በትክክል እየተሰማኝ ያለው እሱ ነው አንዳንዴ የሰውን ቁስል የበለጠ ከማድማት ዝምታ ወርቅ እኮ…	positive
ረጅም ነኝ፣ቀጭን ነኝ፣የደረቴ አጥንት ያምራል፣ቆዳዬ በጣም ንፁህ ነው፣አይኔ በጣም ያምራል፣ስለዚህ 70% ድረስ የዓለምን ፋሽን ኢንዱስትሪ ባንኳኳ ሊያስከፍትልኝ የሚችል ነገር አለኝ።ወደፊ…	positive
ለምንድን ነው ግን ለበአል ገበያ መቀነስ ሲኖርበት እዚህ ሀገር የሚጨምረው? ??	positive
እንግዲህ፥ ወንድሞች ሆይ፥ ሰውነታችሁን እግዚአብሔርን ደስ የሚያሰኝና ሕያው ቅዱስም መሥዋዕት አድርጋችሁ ታቀርቡ ዘንድ በእግዚአብሔር ርኅራኄ እለምናችኋለሁ፥ ሮሜ 12:1	positive
ፈጣሪ ሆይ ምንድነው የሰማሁት ግን እኮ እውነት ለመናገር ቆንጆ እና ደም ግባት ያላት ናት	positive
የተወደድክ ዳኒ እንዳንተ ያሉትን ያብዛልን ውይ ከተማሩ አይቀር እንዳንተ የተባረከ እህምሮ ነው ያለህ። እድሜና ጤና አይለይህ።	positive
የሁለት ስብሰባዎች ወግ በኢትዮጵያ	positive
ሳምሰንግ ጥሩ ኩባንያ ነው	positive
እ? ...እስቲ ትንሽ አፍታችው ...እኔ እስከ አያቴ ድረስ ሲጠሩኝ ወፍራም ኩራት ነው የሚሰማኝ	positive
በአንድ ወር ብዙ ይሰራል።	positive
እኔም በጣም ደስተኛ ነኝ	positive
ፍቅር መያዣ የሌለውን የሰው ልብ አስሮ ለመሳብ የሚያገለግል የሰላም መንገድ ነው።  የት ነው ያለው?????	positive
ሰላምና ፍቅር የበዛበት ሰናይ ሰንበት ይሁንልን ! — feeling blessed	positive
እኛ  ያገኘነው መሪ በየአገሩ እየዞረ የወገኖቹን ችግር ለመፍታት የሚዳክር መሪ ነው ! ምስጋና ይገባዋል!	positive
እሷን በደንብ ብታዳምጡልን ጥሩ ነበር	positive
መልካም ግን ክቡርነቶ ተባረክልን በርታልን ፍጥረት ከጎንህ ነው።	positive
suniye ????ኖት መያዝን የመሰለ ምን አለ?	positive
ባላገሩ ከሚለው ዘፈን በቀር ሌላ እንኳን እንዳለው አላውቅም ነበር አይገርምም	positive
5ኛ ሁሉን አዋቂ ነው omniscient ከመሆን አስቀድሞ ያቃል፣ ሆኖ ያለፈውንም ያቃል፣ የሚሆነውም ያቃል ማለት ነው። ለእ/ር እውቀት የተሰወረ ምንም ነገር የለም  መዝሙር 135:5 አንተ የቀድሞውንም የኋላውንም አወክ	positive
መለያችን…  አረንጓዴ ቢጫ ቀይ  መገለጫችን… ፍቅር  ስያሜያችን… ኢትዮጵያዊነት ስማችን… አዲስ አበባ ነው!!! ????❤ ????❤	positive
የአባቴ ዘመዶች ዛሬም አኮሩኝ !  የደቡብ አቸፈር ዱርቤቴ ደብረ ሰላም ቅዱስ ሚካኤል ቤተክርስቲያን ዛሬ ሲመረቅ የዱር ቤቴ ሙስሊሞች 50 ሺህ ብር አበርክተዋ ዝንታለም አማራ!!!!	positive
ዛሬም ስቴዲየም መግቢያ በነፃ ነበር ዛሬ!! ከአይን ምስክር ????	positive
ከቆጣሪ በፊት ስለሚቀጠሉ መስመሮች ደግሞ በቅርቡ እንደምንሰማ እርግጠኛ ነኝ	positive
እላለው ድል ለዲሞክራሲ ድል ለዲሞክራሲ	positive
በዓል እንዴት ነው ?? ጥሩ ነው ??በምን አለፈ ??በብር ??	positive
የቤተሰብ ጨዋታ:: ፖለቲከኞች ከጋዜጠኞች ጋር ልዩ የገና በዓል ዉድድር:: ግሩም ዝግጅት ከመሆኑም በተጨማሪ ሊበረታታ የሚገባው ነው:: አዘጋጁ እሸቱ መለሰን ለማመስገን እወዳለሁ::…	positive
ጥሩ እይታ ነዉ	positive
አንዳንዴ ቅን ልብ ያላቸውን ወዳጆችህን ላለማስከፋት ስትል መሄድ ካለብህ በላይ ትሄዳለህ Fafi Niguse Mohammed ማርያምን ያንቺን ንፁህና የዋህ ልብ ላለማሳዘን ፅሑፉን አንስ…	positive
መልካም የስራ ግዜ እንዲሆንልሕ የዘወትር ፀሎቴ ነው	positive
ጥሩነህ ሰለሞጣ ዛሬ በአፋር ተጠይቆ አስቂኝ ምላሾች ሰጥቷል!  ሞጣ ላይ የፈጠረው አሳዝኖናል አለና መገለጫ ለምን አልሰጠህም ሲባል እኔ በወቅቱ ወደ ሱዳን ሄጄ ነበር .. ደግሞም…	positive
ይሄን መልእክት ለሁሉም ለማኞች እንዲደርስ ሼር ሼር ሼር ??	positive
የአብን+ኢዴፓ+ባልደራስ አስፈላጊ ነው	positive
ባህል አሸነፈ ሲባል ምን ማለት ነው?  ትንሽ ግር ስላለኝ ነው	positive
ደሞ ንጉሡ መልካም ሥራ ቢኖራቸውም ሲፈጽሙት የኖሩት ተንኮል ከተራራ የገዘፈ መሆኑ አይረሳም። በተለይ ሙስሊሙ ኢትዮጵያዊ በአግላይ ፖሊሲዎቻቸው ብዙ ሲሰቃይ ኖሯል። እናም ቀኃሥ እጅግ ክፉ፣ ተንኮ…	positive
አሜን። / ‘እዝጌር ታቱ እንደሚጠላ’ በሌላ ትዊት እንመለስበታለን ?????? /  ድል ለዲሞክራሲ??	positive
አሜን አሜን አሜን የኔ መልካም ????????	positive
የአፍላነት የፍቅር ህይወቴ ከማህሙድ አህመድ ዘፈኖች ጋር በቅርብ የተቆራኘ ነዉ- መሃሙድን ሳስብ  ዛሬም ድረስ ያ ዘፈን ቦታዉና ያቺ ቆንጆ ልጅ…	positive
ዛሬ(26/4/201) በመዲናችን አዲስ አበባ/ፊንፊኔ ታላቁ የአካል ብቃት እንቅስቅሴ ተካሄዷል::  በሁላችን ጥረት ስፖርት የህዝባችን ባህል ይሆናል::	positive
Breaking: ክቡር ፕሬዝዳንት ለማ መገርሳ በምዕራብ ኦሮሚያ ወለጋ አከባቢ የሚደረገውን ጦርነት በመቃወም በግላቸው እረፍት ወጥቷል። Currently በዛሬው እለት ውጭ ሀገር እንደ…	positive
ብላክ ቦርድ አጥፍተህ ዳስተር ለማራገፍ ወጥተህ . . . . ዞር ዞር ብለህ ስትመጣ ያለው ደስታ ትዝ የሚለው ካለ??✋✋ Fankim Islamic Media Network	positive
እናመሰግናለን ድምፅ ለሌላቸው ድምፅ ስለሆንክ ???????????? የታፈኑ የ አ ማ ራ ተማሪዎች መንግስት በአስቸኳይ ያስለቅቃቸው!!!	positive
Point two rephrased: ሌላው በፍቃዱ ክብሩን የሚገልጽበት ተምሳሌት ስለሆነ ብቻ ነው። ምክንያቱም እግዚያብሄር እራሱን  በምልአቱ (እንደ ስፋቱ) ቢገለጥ ልንረዳው ቀርቶ በፊቱ የሚቆም አይኖርም ነበር።	positive
ፖለቲካ እና የሃገር ህልውና ይለያያል እና መለስ  GERD ፕሮጀክትን በቁርጠኝነት ማስጀመሩ ለሃገራችን የወደፊት ብልፅግና አስፈላጊ በሆኑ ሁላችንም የነ…	positive
ኃጢአተኛ ነፍስህ ከድነት በላይ ነው እናም ሰላምን እና ህመምንም አታውቅም ፣ ብቸኛው የባዶነት ቅዝቃዜ ብቻ ነው የንስሐ ጊዜ ተጠናቅቋል ፣ ምክንያቱም ጥፋቶችህ በክፉ ዓይነትህ ከማንኛውም ተልእኮ ይበል…	positive
Feeling blessed!  አይገርምም መቶ ዓመት ለመድፈን ጥቂት የቀራት ቅደመ-አያት ሲኖርህና በስልክ ስታወራት ጆሮዋ ጥርት አድርጎ የሚሰማ ምርቃት የምታሽጎደጉድ።  በህይወቷ ታማ አታውቅም|ከዳማከሴ ያላለፈ|።	positive
ዘመኑን የማይመጥን ትግል እያካሄድን ዘመኑ የመጠነ ውጤት ልናመጣ አንችልም።	positive
